num,Name,Location,YearRound,Handicap,Borough,Lat,Lon
292,Hollis Playground (JHS 192),205 Street & Hollis Avenue,No,No,Queens,40.7188306,-73.7958167
293,Holy Cow Playground (PS 179),Peck Avenue & Harding Boulevard,No,No,Queens,40.9852219,-73.6771619
294,Hoover Playground,Manton Street & 83 Avenue,Yes,No,Queens,40.7120075,-73.8216889
296,Horseshoe Playground,"Hall Place, Rogers Place, East 165 Street",Yes,No,Bronx,40.8240128,-73.89767739999999
298,Hunts Point Playground,"Spofford Avenue, Hunts Point Avenue, Faile Street",Yes,No,Bronx,40.8144125,-73.8868227
300,Inwood Hill Park (Payson Playground),Payson & Dyckman streets,Yes,No,Manhattan,40.87227365,-73.9254269915026
301,Inwood Hill Park (Tennis Courts),Tennis courts & ballfields along Seaman Avenue from 207th Street to 214th Street,Yes,No,Manhattan,40.87227365,-73.9254269915026
302,J. Hood Wright Park,"Ft. Washington & Haven avenues, West 173 Street",Yes,Yes,Manhattan,40.84646605,-73.9413782784613
305,Jackie Robinson Park,West 149 Street & Bradhurst Avenue,Yes,No,Manhattan,40.8259965,-73.9415333334211
306,Jackie Robinson Park (Playground One Fifty Two CLII),West 152 Street & Bradhurst Avenue,Yes,No,Manhattan,40.8259965,-73.9415333334211
307,Jackie Robinson Park (Recreation Center),"Bradhurst & Edgecombe avenues,West 145 to West 155 streets",Yes,Yes,Manhattan,41.0897353,-73.801493
308,Jackie Robinson Playground,"Sullivan Place & Franklin Avenue, Montgomery Street",Yes,No,Brooklyn,40.6643685,-73.9560187
309,Jacob Schiff Playground (PS 192),"Amsterdam Avenue, West 136 Street",Yes,No,Manhattan,40.8205093,-73.95199975
311,Jesse Owens Playground,Stuyvesant & Lafayette avenues,Yes,Yes,Brooklyn,42.3903615,-73.7815126
312,John Golden Park,"215 Place, south of 32 Avenue",No,Yes,Queens,40.77417655,-73.7681907535477
313,John J. Carty Park,"Fort Hamilton Parkway, 94-95 streets",Yes,No,Brooklyn,40.614814,-74.029402
314,John Jay Park & Pool,East 76-East 78 streets & Cherokee Place,Yes,No,Manhattan,40.7830603,-73.9712488
315,John Paul Jones Park,"Shore Parkway, Fort Hamilton Parkway, 101 Street",Yes,No,Brooklyn,40.6022659,-74.012203
318,Joseph Austin Playground,Grand Central Parkway & 164 Place,Yes,No,Queens,40.7186362,-73.7954966
319,Joseph F. Mafera Park,65 Place & Catalpa Avenue & 68 Avenue,Yes,No,Queens,40.7356231,-73.8999796
320,Julio Carballo Field,"Lafayette Avenue, Manda Street",Yes,No,Bronx,40.8158333,-73.8891666
321,Juniper Valley Park,Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end,Yes,Yes,Queens,40.7197275,-73.8815697392429
322,Juniper Valley Park (North Playground Tennis),62nd Avenue & 80th Street,Yes,No,Queens,40.7197275,-73.8815697392429
323,K.L. Williams Playground (Tennis),"Liberty Avenue, 172-173 streets",Yes,No,Queens,40.7282239,-73.7948516
326,Kennedy King Playground,East 93 Street & Lenox Road,Yes,No,Brooklyn,40.6583333,-73.9222221
327,Kennedy Playground,Corp. Kennedy Street & 33 Avenue,Yes,No,Queens,40.7699431,-73.7793645
328,Kissena Corridor East (Underhill Playground),Peck Avenue & 188 Street,Yes,No,Queens,40.9852219,-73.6771619
329,Kissena Park,"Oak Avenue, 104th Street, & Kissena Lake Area",Yes,No,Queens,40.74604975,-73.8087549286525
330,Kissena Park (Tennis Courts),Rose & Oak avenues,Yes,No,Queens,40.7481027,-73.809911577103
332,Lawerence Virgilio Playground,39 Drive & 54 Street,Yes,Yes,Queens,40.7474497,-73.9108139
334,Levy Playground,Jewett & Castleton avenues,Yes,No,Staten Island,40.63391285,-74.1289248774397
335,Liberty Pool,173rd Street and 106th Avenue,No,Yes,Queens,40.7020409,-73.7831254
336,Lincoln Terrace Park,Buffalo Avenue/Protal Street/New York Avenue,Yes,No,Brooklyn,42.8864468,-78.8783689
337,Lincoln Terrace Park (Arthur S. Somers Playground),"East New York, Rochester avenues, Eastern Parkway,Buffalo Avenue",Yes,No,Brooklyn,40.7127837,-74.0059413
338,Linden Park,"Stanley Avenue, Linden Boulevard",Yes,No,Brooklyn,40.6588889,-73.8872221
339,Linden Park,104 Street & 41 Avenue,Yes,No,Queens,40.689097,-73.840462
340,Lindower Park,"Mill & Strickland avenues, 60 Street",Yes,No,Brooklyn,40.6123815,-73.9115803353748
341,Little Flower Playground,Madison Street opposite Jefferson Street,No,Yes,Manhattan,40.7122222,-73.9883332
342,London Planetree Playground,"88 Street, Atlantic-95 avenues",Yes,No,Queens,40.6860837,-73.853117
343,Loreto Park Playground,"Morris Park Avenue, Haight Avenue, Tomlinson Avenue, Van Nest Avenue",Yes,No,Bronx,40.8522006,-73.8507279
344,Loring Field,North Conduit & 149 Avenue,Yes,No,Queens,40.6669522,-73.7957487
345,Lost Battalion Hall,Queens Boulevard between 62 Avenue & 62 Road,Yes,No,Queens,40.7337976,-73.8721667
346,Lou Lodati Playground,Skillman Avenue & 43 Street,Yes,No,Queens,40.7161042,-73.9429514
347,Louis Armstrong Playground (PS 143),37 Avenue between 112 & 113 streets,No,Yes,Queens,40.75488305,-73.8554631637909
348,Louis Pasteur Park,248 Street & 51 Avenue,Yes,No,Queens,40.7619444,-73.7352777
350,Luna Park Playground,West 12 Street & Surf Avenue,Yes,No,Brooklyn,40.6781784,-73.9441579
351,Lyons Pool,"Pier 6, Victory Boulevard",No,Yes,Staten Island,40.63694485,-74.0734545132426
352,Macombs Dam Park,East 161th Street & Ruppert Place,Yes,No,Bronx,40.82732775,-73.9285335654178
353,Magenta Playground,"Olinville Avenue, Rosewood Street",Yes,Yes,Bronx,40.8803912,-73.8668996
354,Mahoney Playground,Beechwood & Cleveland avenues,Yes,No,Staten Island,40.6433333,-74.0858332
355,Mapes Pool,"East 180 Street, Mapes & Prospect avenues",Yes,No,Bronx,40.8370495,-73.86542949999999
356,Maple Playground,Kissena Boulevard & Maple Avenue,No,Yes,Queens,40.7413696,-73.8148124
357,Marble Hill Playground,"Marble Hill Avenue, West 230 Street, West 228 Street",No,No,Bronx,40.8778917,-73.9079697
358,Marconi Park,109 Avenue & 155 Street,Yes,No,Queens,40.6938959,-73.7954836769169
359,Marc's & Jason's Playground,Sterling Street & Empire Boulevard,Yes,No,Brooklyn,40.6781784,-73.9441579
360,Marcus Garvey Park (Pelham Fritz Recreation Center),18 Mount Morris Park West,Yes,No,Manhattan,40.8050093,-73.9448633
361,Marcus Garvey Park (Pool),"Madison Avenue, East 120 to East 124 streets",No,No,Manhattan,40.80521955,-73.9433496
363,Marie Curie Park (JHS 158),"211 & Oceana streets, 46 Avenue",Yes,No,Queens,40.7571259,-73.7712682345943
365,Marine Park Nature Center,East 33rd Street and Avenue U,No,Yes,Brooklyn,40.605043,-73.9299035
366,Marion-Hopkinson Playground,Hopkinson Avenue & Marion Street,Yes,No,Brooklyn,40.6692495,-73.9135787
367,Markham Playground,"Willowbrook Parkway, Forest Avenue & Houston Street",Yes,Yes,Staten Island,40.6236111,-74.1458332
368,Martin Luther King Houses,"Lenox Avenue, West 113 to West 114 streets",Yes,No,Manhattan,40.80323569999999,-73.93471
371,Maurice A. Fitzgerald Playground,Atlantic Avenue & 106 Street,Yes,No,Queens,40.6762581,-73.9082993
373,May Matthews Playground,West 45 Street between 9 & 10 avenues,Yes,No,Manhattan,40.761339,-73.9927764174242
374,Mazzei Playground,"Mace Avenue, Williamsbridge Road",Yes,No,Bronx,40.8629385,-73.8520399
375,McCaffrey Playground,"West 43 Street, 8 & 9 avenues",Yes,No,Manhattan,40.75896445,-73.9912426834348
379,McKinley Park,"Fort Hamilton Parkway, 73 to 78 streets, 7 Avenue",Yes,No,Brooklyn,40.6094454,-74.0285434
380,McKinley Playground,"Avenue A, East 3-East 4 streets",No,No,Manhattan,40.7242535,-73.9857810380966
382,Mellett Playground,Avenue V between East 13 & East 14 streets,Yes,No,Brooklyn,40.5969444,-73.9574999
383,Metropolitan Pool,Southeast corner of Bedford & Metropolitan avenues,Yes,No,Brooklyn,-25.7619201,28.2979306
385,Midland Playground,Lincoln & Mason avenues,Yes,No,Staten Island,40.5747222,-74.098611
386,Millbrook Playground,"East 135 Street, Cypress Avenue",Yes,Yes,Bronx,40.8043574,-73.9166011
387,Monsignor Mcgolrick Park,"Driggs to Nassau avenues, Russell to Monitor streets",Yes,No,Brooklyn,40.724445,-73.9433623303853
388,Montbellier Park,Springfield Boulevard & 139 Avenue,No,No,Queens,40.7073529,-73.7390612
389,Morningside Park,West 123 Street & Morningside Avenue,Yes,Yes,Manhattan,40.80593305,-73.9587637898096
391,Morningside Playground,West 117 Street & Morningside Avenue,Yes,No,Manhattan,40.8105122,-73.9553236
394,Msgnr. Kett,West 204 Street & Nagle Avenue,Yes,No,Manhattan,40.7830603,-73.9712488
397,Murray Playground,"21 Street, 45 Avenue, 11 Street, 45 Road",No,No,Queens,40.7616667,-73.8119443
398,Nautilus Playground,Merrick & Baisley boulevards,Yes,No,Queens,40.6628795,-73.551516
400,Newport Playground,Newport Avenue & Osborn Street,Yes,No,Brooklyn,40.6611111,-73.9072221
402,Noonan Playground,"Greenpoint & 47 avenues, 43 Street",Yes,No,Queens,40.7245448,-73.9418603
403,North Rochdale Playground (PS 30),Baisley Boulevard & Bedell Street,Yes,No,Queens,40.6805681,-73.7745184
404,Nostrand Playground,Nostrand & Foster avenues,Yes,No,Brooklyn,40.6414184,-73.9485722
405,Ocean Hill Playground,"Bergen Street, Rockaway Avenue, Dean Street",Yes,No,Brooklyn,40.67437265,-73.9121811632894
407,Oracle Playground,Adelphi & Myrtle avenues,Yes,No,Brooklyn,40.6937186,-73.9714434
408,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",No,No,Bronx,40.8524136,-73.8263227
409,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Yes,Bronx,40.8524136,-73.8263227
410,Orville & Wilbur Playground,West 156 Street & St. Nicholas Avenue,Yes,No,Manhattan,40.83168345,-73.9417847946974
411,Osborn Playground,Linden Boulevard & Osborn Street,Yes,No,Brooklyn,40.692642,-73.769417
412,Owen Dolen Recreation Center,"Westchester Avenue, Lane Avenue, East Tremont Avenue",Yes,No,Bronx,40.8370495,-73.86542949999999
413,P.O. Nicholas Demutis Playground,102 Street & Liberty Avenue,Yes,No,Queens,40.7282239,-73.7948516
415,Paerdegat Park,"Foster Avenue, East 40-41 streets",Yes,No,Brooklyn,40.63788815,-73.9371900474268
416,Painters Playground (PS 174),Alderton Street from Dieterle to Elwell Crescents,Yes,No,Queens,40.7282239,-73.7948516
417,Park Slope Playground,Berkeley Street & Lincoln Place,Yes,No,Brooklyn,40.67688985,-73.9785979668468
419,Parkside Playground,"Parkside, Bedford & Rogers avenues",Yes,No,Brooklyn,40.6563889,-73.9541666
420,Paul W. Kolbert Park/Rachel Haber Cohen Playground,"Avenue L, East 17 to East 18 streets",Yes,No,Brooklyn,40.6781784,-73.9441579
421,Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,No,Bronx,40.8524136,-73.8263227
422,Pelham Bay Park (Bruckner CS),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,No,Bronx,40.8524136,-73.8263227
423,Pelham Bay Park (Hunter Island Picnic Area),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Yes,Bronx,40.8524136,-73.8263227
424,Pelham Bay Park (Playground for All Children),Bruckner Expressway & Buhre Avenue,Yes,Yes,Bronx,40.8252582,-73.8663659
425,Pelham South Park Headquarters,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,No,Bronx,40.8524136,-73.8263227
426,People's Park Playground,"Brook Avenue, East 141 Street",Yes,No,Bronx,40.8370495,-73.86542949999999
427,Peter's Field,183 Place & Henderson Avenue,Yes,No,Queens,40.70602225,-73.774836127693
428,PFC Thomas Norton Memorial Playground,Nostrand Avenue & Marine Parkway,Yes,No,Brooklyn,40.67838,-73.94822
430,Pink Playground,Stanley Avenue & Eldert Lane,Yes,No,Brooklyn,40.6666667,-73.8627777
432,Playground 70,West End Avenue & West 70 Street,Yes,Yes,Manhattan,40.78911455,-73.9439835
433,Playground 90/PS 148 Playground,Northern Boulevard & 90 Street,Yes,No,Queens,40.7887109,-73.7056104
435,Playground Ninety Six (XCVI),"2 Avenue, East 96 to East 97 streets",Yes,No,Manhattan,40.7830603,-73.9712488
436,Playground Seventy-Five (PS 154),160 Street & 75 Avenue,Yes,No,Queens,40.7262841,-73.8080887
437,Police Officer Reinaldo Salgado Playground,Madison Street & Patchen Avenue,Yes,No,Brooklyn,40.68799145,-73.9256226415349
438,Poor Richard's Playground,East 109 Street between 2 & 3 avenues,Yes,No,Manhattan,40.7924667,-73.9428112334836
439,Potomac Playground,Tompkins Avenue & Halsey Street,Yes,No,Brooklyn,40.6120263,-74.0708689
440,Pratt Playground,"Willoughby Avenue, Emerson Place",Yes,No,Brooklyn,40.69263795,-73.9624997956733
441,Prescott Playground,Hylan Boulevard & Huguenot Avenue,Yes,No,Staten Island,40.5464584,-74.1414633
444,Prospect Park (Middle Long Meadow),Picnic House,Yes,Yes,Brooklyn,40.661776,-73.97109829877
450,PS 1 Playground,"46 & 47 streets, 3 Avenue",Yes,No,Brooklyn,40.6781784,-73.9441579
461,Rappaport Playground,"52-53 streets, Fort Hamilton Parkway",Yes,No,Brooklyn,40.6364526,-74.0005217
462,Real Good Park (Lie Playground),"LIE, 99 Street & 62 Avenue",Yes,Yes,Queens,40.7393545,-73.7924011
465,Red Hook Park (Coffey Park Playground),"King, Richards, & Dwight Streets",Yes,No,Brooklyn,40.67150625,-74.0048622782748
468,Renaissance Playground,"West 144 Street, between 7 & 8 avenues",Yes,No,Manhattan,40.82131365,-73.9417237645174
470,Richman (Echo) Park Playground,"East 178 Street & Ryer Avenue, Upper Level",Yes,Yes,Bronx,40.8457333,-73.8893856
471,Rienzi Playground,"East 226 Street, Barnes Avenue, East 225 Street",Yes,No,Bronx,40.8875,-73.858611
473,Riverside Park (Boat Basin),"Riverside Drive to Hudson River, West 59th Street to Clair Place",No,No,Manhattan,40.8158821,-73.9623705
475,Riverside Park (Claremont),West 124 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
477,Riverside Park (Dinosaur Playground),West 97 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
478,Riverside Park (Hippo Playground),West 91 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
479,Riverside Park (Neufeld Playground),West 76 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
480,Riverside Park (River Run Playground),West 83 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
481,Riverside Park (Riverbank Playground),West 142 Street & Riverside Drive,Yes,No,Manhattan,40.80663435,-73.9687489626192
482,Riverside Park (Ten Mile River Playground),West 148 Street & Hudson River,No,No,Manhattan,40.80663435,-73.9687489626192
483,Riverside Park (Tennis Courts),Riverside Drive & West 96th Street,Yes,No,Manhattan,40.8158821,-73.9623705
484,Robert Moses Playground,"1 Avenue, East 41 to East 42 streets",Yes,No,Manhattan,40.7483333,-73.9697221
488,Rockaway Beach & Boardwalk (Beach 59th Street Playground),Boardwalk & Beach 59-60 streets,Yes,No,Queens,40.5812388,-73.8221452117894
489,Rockaway Beach 106 Comfort Station,Beach 106 Street,No,Yes,Queens,40.582913,-73.8278554
490,Rockaway Beach 117th L/G,Beach 117 Street,No,Yes,Queens,40.5795009,-73.8381068
491,Rockaway Beach 86 Comfort Station,Beach 86 Street,No,Yes,Queens,40.5890677,-73.8114645
492,Rockaway Beach 97 Comfort Station,Beach 97 Street,No,Yes,Queens,40.584947,-73.8188057
493,Rodney Playground South,"Rodney, South 3 & South 4 streets",Yes,No,Brooklyn,40.7097413,-73.9559329
494,Roebling Playground,"Wilson & Lee avenues, Taylor Street",Yes,No,Brooklyn,40.706288,-73.9619436710008
496,Rolf Henry Playground,New York & Clarkson avenues,Yes,No,Brooklyn,40.7127837,-74.0059413
497,Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",Yes,No,Bronx,40.8444372,-73.9026954
501,Rudd Playground,Aberdeen Street & Bushwick Avenue,Yes,No,Brooklyn,40.6830556,-73.9055555
503,Russell Pederson Playground,"Colonial Road, 83 to 85 streets",Yes,No,Brooklyn,40.6263585,-74.0361699
505,Sara D. Roosevelt Park,East Houston Street to Canal Street,Yes,Yes,Manhattan,40.7223972,-73.9916358
508,Seaside Playground (PS 225),"Rockaway Beach Boulevard, B109-B110 streets",Yes,No,Queens,40.5802778,-73.831111
509,Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",Yes,No,Brooklyn,40.6083711,-73.9862530806374
510,Seton Park,"West 135 Street, Independence Avenue, West 232 Street",Yes,No,Bronx,40.8868779,-73.8377239873487
511,Seton Park Playground,West 235 Street & Douglas Avenue,No,No,Bronx,40.8370495,-73.86542949999999
512,Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",Yes,No,Manhattan,40.815,-73.9555555
513,Sheltering Arms Park (Pool),"West 129 Street, Amsterdam Avenue",No,No,Manhattan,40.815,-73.9555555
520,Slope Park,6 Avenue Bet 18 & 19 Sts,Yes,No,Brooklyn,40.6612851,-73.9895536
521,Smokey Oval,125 Street & Atlantic Avenue,Yes,No,Queens,40.8107835,-73.9525929
522,Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",Yes,No,Manhattan,40.7828647,-73.9653551
527,Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,Yes,No,Brooklyn,40.6762581,-73.9082993
529,St Nicholas Park South,West 129 & 7 Avenue,Yes,No,Manhattan,40.8179177,-73.9495365
530,St. Albans Park (174 Street Playground),174 Street & 113 Avenue,Yes,No,Queens,40.6921815,-73.7806589663738
531,St. Andrew's Playground,Atlantic Avenue & Herkimer Street,Yes,No,Brooklyn,40.6762581,-73.9082993
532,St. Catherine's Park,"East 67-68 streets, 1 Avenue",Yes,No,Manhattan,40.764625,-73.9583262
533,St. Mary's Park (Recreation Center),450 St. Ann's Avenue,Yes,Yes,Bronx,40.81157845,-73.9124209971314
534,St. Mary's Park West,St. Anns Avenue & East 147 Street,Yes,No,Bronx,40.8123102,-73.9140718
536,St. Nicholas Park,West 133 Street & St. Nicholas Avenue,Yes,No,Manhattan,40.81719125,-73.9490350316411
537,St. Nicholas Park,West 129 Street & St. Nicholas Terrace,Yes,No,Manhattan,40.81719125,-73.9490350316411
538,St. Nicholas Park (Arlington Edinboro Playground),West 140 Street & St. Nicholas Avenue,Yes,No,Manhattan,40.81719125,-73.9490350316411
539,St. Vartan Park,"East 35-East 36 streets, between 1 & 2 avenues",Yes,Yes,Manhattan,40.74514395,-73.9736882551076
540,Stanley Isaacs,East 96-97 streets & FDR Drive,Yes,Yes,Manhattan,40.78171325,-73.9449887209983
541,Stapleton Playground,Tompkins Avenue & Broad Street,Yes,Yes,Staten Island,40.6120263,-74.0708689
542,Star Spangled Banner Playground,Franklin & Willoughby avenues,Yes,No,Brooklyn,40.69156575,-73.9578861931263
543,Stars & Stripes Playground,"Baychester Avenue, Crawford Avenue",Yes,No,Bronx,40.8693862,-73.8330844
544,Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",Yes,Yes,Brooklyn,40.7063889,-73.9472221
545,Stockton Playground,Marcy & Park avenues,Yes,No,Brooklyn,43.1706253,-75.2915564
546,Stroud Playground,Classon Avenue & Sterling Place,Yes,No,Brooklyn,40.6844907,-73.9591228
547,Sunset Park,"41 to 44 streets, 5 to 7 avenues",Yes,No,Brooklyn,40.644337,-74.0075319
548,Sunset Park (Recreation Center),"41 to 44 streets, 5 to 7 avenues",Yes,No,Brooklyn,40.644337,-74.0075319
549,Surf Playground,West 27 Street & Surf Avenue,Yes,No,Brooklyn,40.5732096,-73.9929283
550,Tall Oak Playground,"64 Avenue, 218 & 219 streets",Yes,No,Queens,40.7461111,-73.7583332
552,Tecumseh Playground,West 77 Street & Amsterdam Avenue,Yes,No,Manhattan,40.7818185,-73.978571461579
553,Terrace Playground,Howard Avenue & Martha Street,Yes,Yes,Staten Island,40.61373045,-74.0984773231024
557,Tiger Playground,Evergreen Avenue & Eldert Street,Yes,Yes,Brooklyn,40.68825415,-73.9109867908812
558,Tilden Playground,"Tilden Avenue, East 48 to East 49 streets",Yes,No,Brooklyn,40.6477778,-73.9313888
559,Todt Hill Playground,Schmidts Lane & Manor Road,Yes,Yes,Staten Island,40.6094076,-74.1165739
561,Tremont Park Playground,Corner of East 175 Street & Arthur Avenue,Yes,No,Bronx,40.8428103,-73.891706
564,Underhill Playground,Underhill Avenue & Prospect Place,Yes,No,Brooklyn,41.2601064,-73.7968702
565,Underwood Park,Lafayette & Waverly avenues,Yes,Yes,Brooklyn,40.68858435,-73.9664304988664
566,Union Playground (PS 214),Union Street & 31 Road,Yes,No,Queens,40.7181533,-73.8204022
569,Van Cortlandt Park (Classic Playground),Van Cortlandt Park South and Gouverneur Avenue,Yes,No,Bronx,40.8849265,-73.8907719
571,Van Cortlandt Park (Nature Center),West 239 Street & Van Cortlandt East,Yes,No,Bronx,40.8977465,-73.8828205
572,Van Cortlandt Park (Pool Building),West 242nd Street & Broadway,Yes,No,Bronx,40.8895802,-73.8999318
573,Van Cortlandt Park (Stables Area),Broadway and West 254th Street,Yes,No,Bronx,40.9010541,-73.8969283
576,Van Cortlandt Park (UC Pool Men's Locker),West 242nd Street & Broadway,Yes,No,Bronx,40.8895802,-73.8999318
577,Van Cortlandt Park (Woodlawn Playground),West 239 Street & Van Cortlandt East,Yes,No,Bronx,40.8977465,-73.8828205
579,Vesuvio Playground,Spring & Thompson streets,Yes,Yes,Manhattan,40.72522185,-74.002597804206
580,Vidalia Park,Vyse & Daly avenues between West 179-180 streets,No,Yes,Bronx,40.8437147,-73.8812806847596
583,Vleigh Place Playground,Vleigh Place & 141 Street,Yes,Yes,Queens,40.72314,-73.8204868
584,Vleigh Playground (PS 165),70 Road to 71 Avenue,Yes,No,Queens,40.72988075,-73.8164696997329
585,Wagner Pool,East 124 Street between 1 & 2 Avenues,No,No,Manhattan,40.80176505,-73.9328190449535
588,Washington Square Park Western Half,"5 Avenue, Waverly Place, West 4 & MacDougal streets.",Yes,No,Manhattan,43.1505058,-77.6190564
589,Watson Gleason Playground,"Gleason Avenue, Rosedale Avenue, Watson Avenue, Nobel Avenue",Yes,No,Bronx,40.8283333,-73.8691666
590,Wayanda Park,Robard Lane & 217 Street,Yes,No,Queens,40.7101235,-73.7395005
592,Weeping Beech Park,37 Avenue & Bowne Street,Yes,No,Queens,40.763414,-73.824469
593,West 2nd Street Comfort Station,W. 2nd Street,No,No,Brooklyn,40.6781784,-73.9441579
595,West 8nd Street CS,W 8 St.,No,No,Brooklyn,40.6781784,-73.9441579
596,Whitestone Playground (PS 193),12 Avenue & 153 Street,Yes,No,Queens,40.7607442,-74.002077
597,William E. Kelly Memorial Park,"Avenue S, East 14 & East 15 streets",Yes,No,Brooklyn,40.6781784,-73.9441579
600,Willis Playground,"East 139 Street, East 140 Street, Willis & Alexander avenues",Yes,No,Bronx,40.8108333,-73.923611
601,Willoughby Playground,Tompkins & Willoughby avenues,Yes,No,Brooklyn,40.6944444,-73.9472221
603,Willowbrook Park,Richmond Avenue To Victory Boulevard,Yes,No,Staten Island,40.6023263,-74.1584766
604,Wingate Park,Brooklyn Avenue & Rutland Road,Yes,No,Brooklyn,40.6582,-73.9441999
605,Woods Playground,Bergen Street & Utica Avenue,Yes,No,Brooklyn,40.7037377,-73.8459102587267
606,Woodtree Playground,"20 Avenue, 37 Street, 38 Street",Yes,No,Queens,40.7775265,-73.9023713646802
