"","num","Name","Location","YearRound","Handicap","Borough","Lat","Lon","zip"
"275",383,"Metropolitan Pool","Southeast corner of Bedford & Metropolitan avenues","Yes","No","Brooklyn",-25.7619201,28.2979306,"0184"
"276",385,"Midland Playground","Lincoln & Mason avenues","Yes","No","Staten Island",40.5747222,-74.098611,"10306"
"277",386,"Millbrook Playground","East 135 Street, Cypress Avenue","Yes","Yes","Bronx",40.8043574,-73.9166011,"10454"
"278",387,"Monsignor Mcgolrick Park","Driggs to Nassau avenues, Russell to Monitor streets","Yes","No","Brooklyn",40.724445,-73.9433623303853,"11222"
"279",388,"Montbellier Park","Springfield Boulevard & 139 Avenue","No","No","Queens",40.7073529,-73.7390612,"11429"
"280",389,"Morningside Park","West 123 Street & Morningside Avenue","Yes","Yes","Manhattan",40.80593305,-73.9587637898096,"10027"
"281",391,"Morningside Playground","West 117 Street & Morningside Avenue","Yes","No","Manhattan",40.8105122,-73.9553236,"10027"
"282",394,"Msgnr. Kett","West 204 Street & Nagle Avenue","Yes","No","Manhattan",40.7830603,-73.9712488,"10024"
"283",397,"Murray Playground","21 Street, 45 Avenue, 11 Street, 45 Road","No","No","Queens",40.7616667,-73.8119443,"11355"
"284",398,"Nautilus Playground","Merrick & Baisley boulevards","Yes","No","Queens",40.6628795,-73.551516,"11710"
"285",400,"Newport Playground","Newport Avenue & Osborn Street","Yes","No","Brooklyn",40.6611111,-73.9072221,"11207"
"286",402,"Noonan Playground","Greenpoint & 47 avenues, 43 Street","Yes","No","Queens",40.7245448,-73.9418603,"11222"
"287",403,"North Rochdale Playground (PS 30)","Baisley Boulevard & Bedell Street","Yes","No","Queens",40.6805681,-73.7745184,"11434"
"288",404,"Nostrand Playground","Nostrand & Foster avenues","Yes","No","Brooklyn",40.6414184,-73.9485722,"11226"
"289",405,"Ocean Hill Playground","Bergen Street, Rockaway Avenue, Dean Street","Yes","No","Brooklyn",40.67437265,-73.9121811632894,"11233"
"290",407,"Oracle Playground","Adelphi & Myrtle avenues","Yes","No","Brooklyn",40.6937186,-73.9714434,"11205"
"291",408,"Orchard Beach Pavilion","Bruckner Boulevard, Eastchester Bay, Hutchinson","No","No","Bronx",40.8524136,-73.8263227,"10469"
"292",409,"Orchard Beach Pavilion","Bruckner Boulevard, Eastchester Bay, Hutchinson","Yes","Yes","Bronx",40.8524136,-73.8263227,"10469"
"293",410,"Orville & Wilbur Playground","West 156 Street & St. Nicholas Avenue","Yes","No","Manhattan",40.83168345,-73.9417847946974,"10032"
"294",411,"Osborn Playground","Linden Boulevard & Osborn Street","Yes","No","Brooklyn",40.692642,-73.769417,"11434"
"295",412,"Owen Dolen Recreation Center","Westchester Avenue, Lane Avenue, East Tremont Avenue","Yes","No","Bronx",40.8370495,-73.8654295,"10460"
"296",413,"P.O. Nicholas Demutis Playground","102 Street & Liberty Avenue","Yes","No","Queens",40.7282239,-73.7948516,"11366"
"297",415,"Paerdegat Park","Foster Avenue, East 40-41 streets","Yes","No","Brooklyn",40.63788815,-73.9371900474268,"11210"
"298",416,"Painters Playground (PS 174)","Alderton Street from Dieterle to Elwell Crescents","Yes","No","Queens",40.7282239,-73.7948516,"11366"
"299",417,"Park Slope Playground","Berkeley Street & Lincoln Place","Yes","No","Brooklyn",40.67688985,-73.9785979668468,"11217"
"300",419,"Parkside Playground","Parkside, Bedford & Rogers avenues","Yes","No","Brooklyn",40.6563889,-73.9541666,"11226"
"301",420,"Paul W. Kolbert Park/Rachel Haber Cohen Playground","Avenue L, East 17 to East 18 streets","Yes","No","Brooklyn",40.6781784,-73.9441579,"11213"
"302",421,"Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue)","Bruckner Boulevard, Eastchester Bay, Hutchinson","Yes","No","Bronx",40.8524136,-73.8263227,"10469"
"303",422,"Pelham Bay Park (Bruckner CS)","Bruckner Boulevard, Eastchester Bay, Hutchinson","Yes","No","Bronx",40.8524136,-73.8263227,"10469"
"304",423,"Pelham Bay Park (Hunter Island Picnic Area)","Bruckner Boulevard, Eastchester Bay, Hutchinson","Yes","Yes","Bronx",40.8524136,-73.8263227,"10469"
"305",424,"Pelham Bay Park (Playground for All Children)","Bruckner Expressway & Buhre Avenue","Yes","Yes","Bronx",40.8252582,-73.8663659,"10473"
"306",425,"Pelham South Park Headquarters","Bruckner Boulevard, Eastchester Bay, Hutchinson","Yes","No","Bronx",40.8524136,-73.8263227,"10469"
"307",426,"People's Park Playground","Brook Avenue, East 141 Street","Yes","No","Bronx",40.8370495,-73.8654295,"10460"
"308",427,"Peter's Field","183 Place & Henderson Avenue","Yes","No","Queens",40.70602225,-73.774836127693,"11423"
"309",428,"PFC Thomas Norton Memorial Playground","Nostrand Avenue & Marine Parkway","Yes","No","Brooklyn",40.67838,-73.94822,"11216"
"310",430,"Pink Playground","Stanley Avenue & Eldert Lane","Yes","No","Brooklyn",40.6666667,-73.8627777,"11208"
"311",432,"Playground 70","West End Avenue & West 70 Street","Yes","Yes","Manhattan",40.78911455,-73.9439835,"10029"
"312",433,"Playground 90/PS 148 Playground","Northern Boulevard & 90 Street","Yes","No","Queens",40.7887109,-73.7056104,"11030"
"313",435,"Playground Ninety Six (XCVI)","2 Avenue, East 96 to East 97 streets","Yes","No","Manhattan",40.7830603,-73.9712488,"10024"
"314",436,"Playground Seventy-Five (PS 154)","160 Street & 75 Avenue","Yes","No","Queens",40.7262841,-73.8080887,"11366"
"315",437,"Police Officer Reinaldo Salgado Playground","Madison Street & Patchen Avenue","Yes","No","Brooklyn",40.68799145,-73.9256226415349,"11221"
"316",438,"Poor Richard's Playground","East 109 Street between 2 & 3 avenues","Yes","No","Manhattan",40.7924667,-73.9428112334836,"10029"
"317",439,"Potomac Playground","Tompkins Avenue & Halsey Street","Yes","No","Brooklyn",40.6120263,-74.0708689,"10305"
"318",440,"Pratt Playground","Willoughby Avenue, Emerson Place","Yes","No","Brooklyn",40.69263795,-73.9624997956733,"11205"
"319",441,"Prescott Playground","Hylan Boulevard & Huguenot Avenue","Yes","No","Staten Island",40.5464584,-74.1414633,"10308"
"320",444,"Prospect Park (Middle Long Meadow)","Picnic House","Yes","Yes","Brooklyn",40.661776,-73.97109829877,"11215"
"321",450,"PS 1 Playground","46 & 47 streets, 3 Avenue","Yes","No","Brooklyn",40.6781784,-73.9441579,"11213"
"322",461,"Rappaport Playground","52-53 streets, Fort Hamilton Parkway","Yes","No","Brooklyn",40.6364526,-74.0005217,"11219"
"323",462,"Real Good Park (Lie Playground)","LIE, 99 Street & 62 Avenue","Yes","Yes","Queens",40.7393545,-73.7924011,"11365"
"324",465,"Red Hook Park (Coffey Park Playground)","King, Richards, & Dwight Streets","Yes","No","Brooklyn",40.67150625,-74.0048622782748,"11231"
"325",468,"Renaissance Playground","West 144 Street, between 7 & 8 avenues","Yes","No","Manhattan",40.82131365,-73.9417237645174,"10030"
"326",470,"Richman (Echo) Park Playground","East 178 Street & Ryer Avenue, Upper Level","Yes","Yes","Bronx",40.8457333,-73.8893856,"10457"
"327",471,"Rienzi Playground","East 226 Street, Barnes Avenue, East 225 Street","Yes","No","Bronx",40.8875,-73.858611,"10466"
"328",473,"Riverside Park (Boat Basin)","Riverside Drive to Hudson River, West 59th Street to Clair Place","No","No","Manhattan",40.8158821,-73.9623705,"10115"
"329",475,"Riverside Park (Claremont)","West 124 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"330",477,"Riverside Park (Dinosaur Playground)","West 97 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"331",478,"Riverside Park (Hippo Playground)","West 91 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"332",479,"Riverside Park (Neufeld Playground)","West 76 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"333",480,"Riverside Park (River Run Playground)","West 83 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"334",481,"Riverside Park (Riverbank Playground)","West 142 Street & Riverside Drive","Yes","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"335",482,"Riverside Park (Ten Mile River Playground)","West 148 Street & Hudson River","No","No","Manhattan",40.80663435,-73.9687489626192,"10025"
"336",483,"Riverside Park (Tennis Courts)","Riverside Drive & West 96th Street","Yes","No","Manhattan",40.8158821,-73.9623705,"10115"
"337",484,"Robert Moses Playground","1 Avenue, East 41 to East 42 streets","Yes","No","Manhattan",40.7483333,-73.9697221,"10017"
"338",488,"Rockaway Beach & Boardwalk (Beach 59th Street Playground)","Boardwalk & Beach 59-60 streets","Yes","No","Queens",40.5812388,-73.8221452117894,"11692"
"339",489,"Rockaway Beach 106 Comfort Station","Beach 106 Street","No","Yes","Queens",40.582913,-73.8278554,"11694"
"340",490,"Rockaway Beach 117th L/G","Beach 117 Street","No","Yes","Queens",40.5795009,-73.8381068,"11694"
"341",491,"Rockaway Beach 86 Comfort Station","Beach 86 Street","No","Yes","Queens",40.5890677,-73.8114645,"11693"
"342",492,"Rockaway Beach 97 Comfort Station","Beach 97 Street","No","Yes","Queens",40.584947,-73.8188057,"11693"
"343",493,"Rodney Playground South","Rodney, South 3 & South 4 streets","Yes","No","Brooklyn",40.7097413,-73.9559329,"11211"
"344",494,"Roebling Playground","Wilson & Lee avenues, Taylor Street","Yes","No","Brooklyn",40.706288,-73.9619436710008,"11211"
"345",496,"Rolf Henry Playground","New York & Clarkson avenues","Yes","No","Brooklyn",40.7127837,-74.0059413,"10013"
"346",497,"Rose Hill Park","Webster Avenue, Harlem River, East Fordham Road","Yes","No","Bronx",40.8444372,-73.9026954,"10457"
"347",501,"Rudd Playground","Aberdeen Street & Bushwick Avenue","Yes","No","Brooklyn",40.6830556,-73.9055555,"11207"
"348",503,"Russell Pederson Playground","Colonial Road, 83 to 85 streets","Yes","No","Brooklyn",40.6263585,-74.0361699,"11209"
"349",505,"Sara D. Roosevelt Park","East Houston Street to Canal Street","Yes","Yes","Manhattan",40.7223972,-73.9916358,"10002"
"350",508,"Seaside Playground (PS 225)","Rockaway Beach Boulevard, B109-B110 streets","Yes","No","Queens",40.5802778,-73.831111,"11694"
"351",509,"Seth Low Playground","Avenue P, Bay Parkway, West 12 Street","Yes","No","Brooklyn",40.6083711,-73.9862530806374,"11214"
"352",510,"Seton Park","West 135 Street, Independence Avenue, West 232 Street","Yes","No","Bronx",40.8868779,-73.8377239873487,"10466"
"353",511,"Seton Park Playground","West 235 Street & Douglas Avenue","No","No","Bronx",40.8370495,-73.8654295,"10460"
"354",512,"Sheltering Arms Park","West 129 Street, Amsterdam Avenue","Yes","No","Manhattan",40.815,-73.9555555,"10027"
"355",513,"Sheltering Arms Park (Pool)","West 129 Street, Amsterdam Avenue","No","No","Manhattan",40.815,-73.9555555,"10027"
"356",520,"Slope Park","6 Avenue Bet 18 & 19 Sts","Yes","No","Brooklyn",40.6612851,-73.9895536,"11215"
"357",521,"Smokey Oval","125 Street & Atlantic Avenue","Yes","No","Queens",40.8107835,-73.9525929,"10027"
"358",522,"Sol Bloom Playground","Columbus Avenue, West 91 to West 92 streets, Central Park West","Yes","No","Manhattan",40.7828647,-73.9653551,"10024"
"359",527,"Sperandeo Brothers Playground","Atlantic Avenue & Elton Street","Yes","No","Brooklyn",40.6762581,-73.9082993,"11233"
"360",529,"St Nicholas Park South","West 129 & 7 Avenue","Yes","No","Manhattan",40.8179177,-73.9495365,"10030"
"361",530,"St. Albans Park (174 Street Playground)","174 Street & 113 Avenue","Yes","No","Queens",40.6921815,-73.7806589663738,"11433"
"362",531,"St. Andrew's Playground","Atlantic Avenue & Herkimer Street","Yes","No","Brooklyn",40.6762581,-73.9082993,"11233"
"363",532,"St. Catherine's Park","East 67-68 streets, 1 Avenue","Yes","No","Manhattan",40.764625,-73.9583262,"10021"
"364",533,"St. Mary's Park (Recreation Center)","450 St. Ann's Avenue","Yes","Yes","Bronx",40.81157845,-73.9124209971314,"10456"
"365",534,"St. Mary's Park West","St. Anns Avenue & East 147 Street","Yes","No","Bronx",40.8123102,-73.9140718,"10456"
"366",536,"St. Nicholas Park","West 133 Street & St. Nicholas Avenue","Yes","No","Manhattan",40.81719125,-73.9490350316411,"10030"
"367",537,"St. Nicholas Park","West 129 Street & St. Nicholas Terrace","Yes","No","Manhattan",40.81719125,-73.9490350316411,"10030"
"368",538,"St. Nicholas Park (Arlington Edinboro Playground)","West 140 Street & St. Nicholas Avenue","Yes","No","Manhattan",40.81719125,-73.9490350316411,"10030"
"369",539,"St. Vartan Park","East 35-East 36 streets, between 1 & 2 avenues","Yes","Yes","Manhattan",40.74514395,-73.9736882551076,"10016"
"370",540,"Stanley Isaacs","East 96-97 streets & FDR Drive","Yes","Yes","Manhattan",40.78171325,-73.9449887209983,"10128"
"371",541,"Stapleton Playground","Tompkins Avenue & Broad Street","Yes","Yes","Staten Island",40.6120263,-74.0708689,"10305"
"372",542,"Star Spangled Banner Playground","Franklin & Willoughby avenues","Yes","No","Brooklyn",40.69156575,-73.9578861931263,"11205"
"373",543,"Stars & Stripes Playground","Baychester Avenue, Crawford Avenue","Yes","No","Bronx",40.8693862,-73.8330844,"10469"
"374",544,"Sternberg Park","Montrose Avenue, Boerum, Lorimer, Leonard streets","Yes","Yes","Brooklyn",40.7063889,-73.9472221,"11206"
"375",545,"Stockton Playground","Marcy & Park avenues","Yes","No","Brooklyn",43.1706253,-75.2915564,"13469"
"376",546,"Stroud Playground","Classon Avenue & Sterling Place","Yes","No","Brooklyn",40.6844907,-73.9591228,"11238"
"377",547,"Sunset Park","41 to 44 streets, 5 to 7 avenues","Yes","No","Brooklyn",40.644337,-74.0075319,"11220"
"378",548,"Sunset Park (Recreation Center)","41 to 44 streets, 5 to 7 avenues","Yes","No","Brooklyn",40.644337,-74.0075319,"11220"
"379",549,"Surf Playground","West 27 Street & Surf Avenue","Yes","No","Brooklyn",40.5732096,-73.9929283,"11224"
"380",550,"Tall Oak Playground","64 Avenue, 218 & 219 streets","Yes","No","Queens",40.7461111,-73.7583332,"11364"
"381",552,"Tecumseh Playground","West 77 Street & Amsterdam Avenue","Yes","No","Manhattan",40.7818185,-73.978571461579,"10040"
"382",553,"Terrace Playground","Howard Avenue & Martha Street","Yes","Yes","Staten Island",40.61373045,-74.0984773231024,"10301"
"383",557,"Tiger Playground","Evergreen Avenue & Eldert Street","Yes","Yes","Brooklyn",40.68825415,-73.9109867908812,"11237"
"384",558,"Tilden Playground","Tilden Avenue, East 48 to East 49 streets","Yes","No","Brooklyn",40.6477778,-73.9313888,"11203"
"385",559,"Todt Hill Playground","Schmidts Lane & Manor Road","Yes","Yes","Staten Island",40.6094076,-74.1165739,"10314"
"386",561,"Tremont Park Playground","Corner of East 175 Street & Arthur Avenue","Yes","No","Bronx",40.8428103,-73.891706,"10457"
"387",564,"Underhill Playground","Underhill Avenue & Prospect Place","Yes","No","Brooklyn",41.2601064,-73.7968702,"10598"
"388",565,"Underwood Park","Lafayette & Waverly avenues","Yes","Yes","Brooklyn",40.68858435,-73.9664304988664,"11221"
"389",566,"Union Playground (PS 214)","Union Street & 31 Road","Yes","No","Queens",40.7181533,-73.8204022,"11367"
"390",569,"Van Cortlandt Park (Classic Playground)","Van Cortlandt Park South and Gouverneur Avenue","Yes","No","Bronx",40.8849265,-73.8907719,"10463"
"391",571,"Van Cortlandt Park (Nature Center)","West 239 Street & Van Cortlandt East","Yes","No","Bronx",40.8977465,-73.8828205,"10471"
"392",572,"Van Cortlandt Park (Pool Building)","West 242nd Street & Broadway","Yes","No","Bronx",40.8895802,-73.8999318,"10471"
"393",573,"Van Cortlandt Park (Stables Area)","Broadway and West 254th Street","Yes","No","Bronx",40.9010541,-73.8969283,"10471"
"394",576,"Van Cortlandt Park (UC Pool Men's Locker)","West 242nd Street & Broadway","Yes","No","Bronx",40.8895802,-73.8999318,"10471"
"395",577,"Van Cortlandt Park (Woodlawn Playground)","West 239 Street & Van Cortlandt East","Yes","No","Bronx",40.8977465,-73.8828205,"10471"
"396",579,"Vesuvio Playground","Spring & Thompson streets","Yes","Yes","Manhattan",40.72522185,-74.002597804206,"10012"
"397",580,"Vidalia Park","Vyse & Daly avenues between West 179-180 streets","No","Yes","Bronx",40.8437147,-73.8812806847596,"10460"
"398",583,"Vleigh Place Playground","Vleigh Place & 141 Street","Yes","Yes","Queens",40.72314,-73.8204868,"11367"
"399",584,"Vleigh Playground (PS 165)","70 Road to 71 Avenue","Yes","No","Queens",40.72988075,-73.8164696997329,"11367"
"400",585,"Wagner Pool","East 124 Street between 1 & 2 Avenues","No","No","Manhattan",40.80176505,-73.9328190449535,"10035"
"401",588,"Washington Square Park Western Half","5 Avenue, Waverly Place, West 4 & MacDougal streets.","Yes","No","Manhattan",43.1505058,-77.6190564,"14608"
"402",589,"Watson Gleason Playground","Gleason Avenue, Rosedale Avenue, Watson Avenue, Nobel Avenue","Yes","No","Bronx",40.8283333,-73.8691666,"10472"
"403",590,"Wayanda Park","Robard Lane & 217 Street","Yes","No","Queens",40.7101235,-73.7395005,"11429"
"404",592,"Weeping Beech Park","37 Avenue & Bowne Street","Yes","No","Queens",40.763414,-73.824469,"11354"
"405",593,"West 2nd Street Comfort Station","W. 2nd Street","No","No","Brooklyn",40.6781784,-73.9441579,"11213"
"406",595,"West 8nd Street CS","W 8 St.","No","No","Brooklyn",40.6781784,-73.9441579,"11213"
"407",596,"Whitestone Playground (PS 193)","12 Avenue & 153 Street","Yes","No","Queens",40.7607442,-74.002077,"10018"
"408",597,"William E. Kelly Memorial Park","Avenue S, East 14 & East 15 streets","Yes","No","Brooklyn",40.6781784,-73.9441579,"11213"
"409",600,"Willis Playground","East 139 Street, East 140 Street, Willis & Alexander avenues","Yes","No","Bronx",40.8108333,-73.923611,"10454"
"410",601,"Willoughby Playground","Tompkins & Willoughby avenues","Yes","No","Brooklyn",40.6944444,-73.9472221,"11206"
"411",603,"Willowbrook Park","Richmond Avenue To Victory Boulevard","Yes","No","Staten Island",40.6023263,-74.1584766,"10314"
"412",604,"Wingate Park","Brooklyn Avenue & Rutland Road","Yes","No","Brooklyn",40.6582,-73.9441999,"11203"
"413",605,"Woods Playground","Bergen Street & Utica Avenue","Yes","No","Brooklyn",40.7037377,-73.8459102587267,"11418"
"414",606,"Woodtree Playground","20 Avenue, 37 Street, 38 Street","Yes","No","Queens",40.7775265,-73.9023713646802,"11105"
