"","zip","Name","Location","YearRound","Handicap","Borough","Lat","Lon","population"
"194","11102","Hallets Cove Playground","Hallets Cove, Vernon Boulevard","Yes","No","Queens",40.7717904,-73.9343288,34133
"195","11103","Astoria Heights Playground","30 Road, 45 to 46 streets","Yes","No","Queens",40.76052705,-73.9116487856359,38780
"196","11105","Woodtree Playground","20 Avenue, 37 Street, 38 Street","Yes","No","Queens",40.7775265,-73.9023713646802,36688
"197","11106","Arrow Community Garden","35th Street, between 35th and 36th Avenue","Yes","No","Queens",40.7541667,-73.9277777,38875
"198","11201","Big Bush Park","61 Street, north and south of Brooklyn-Queens Expressway","Yes","No","Queens",40.6983224,-73.9829246,51128
"199","11201","Bridge Park 2","Bridge & Prospect streets","Yes","No","Brooklyn",40.7010818,-73.9860009421422,51128
"200","11203","Tilden Playground","Tilden Avenue, East 48 to East 49 streets","Yes","No","Brooklyn",40.6477778,-73.9313888,76174
"201","11203","Wingate Park","Brooklyn Avenue & Rutland Road","Yes","No","Brooklyn",40.6582,-73.9441999,76174
"202","11204","Gravesend Park","18 Avenue & 56 Street","Yes","No","Brooklyn",40.6235637,-73.984404404921,78134
"203","11205","Star Spangled Banner Playground","Franklin & Willoughby avenues","Yes","No","Brooklyn",40.69156575,-73.9578861931263,40366
"204","11205","Edmonds Playground","DeKalb Avenue, Adelphi Street","Yes","No","Brooklyn",40.6894444,-73.9716666,40366
"205","11205","Pratt Playground","Willoughby Avenue, Emerson Place","Yes","No","Brooklyn",40.69263795,-73.9624997956733,40366
"206","11205","Oracle Playground","Adelphi & Myrtle avenues","Yes","No","Brooklyn",40.6937186,-73.9714434,40366
"207","11206","Bushwick Playground & Pool","Flushing Avenue, Bushwick Avenue & Humboldt Street","No","No","Brooklyn",40.7018957,-73.9369936,81677
"208","11206","Com. John Barry Park & Playground (Athletic Area)","South of Flushing Avenue","No","No","Brooklyn",40.7018957,-73.9369936,81677
"209","11206","Bartlett Playground","Bartlett Street & Throop Avenue","Yes","No","Brooklyn",40.7008333,-73.946111,81677
"210","11206","Com. John Barry Park & Playground","South of Flushing Avenue","Yes","No","Brooklyn",40.7018957,-73.9369936,81677
"211","11206","Willoughby Playground","Tompkins & Willoughby avenues","Yes","No","Brooklyn",40.6944444,-73.9472221,81677
"212","11206","Com. John Barry Park & Playground","South of Flushing Avenue","No","No","Brooklyn",40.7018957,-73.9369936,81677
"213","11206","Sternberg Park","Montrose Avenue, Boerum, Lorimer, Leonard streets","Yes","Yes","Brooklyn",40.7063889,-73.9472221,81677
"214","11207","Cypress Hills Park","Blake & Euclid avenues","Yes","No","Brooklyn",40.6770477,-73.8912473,93386
"215","11207","Rudd Playground","Aberdeen Street & Bushwick Avenue","Yes","No","Brooklyn",40.6830556,-73.9055555,93386
"216","11207","Ethan Allen Playground","New Jersey Avenue & Vermont Street/Worthman","Yes","No","Brooklyn",40.6555556,-73.8872221,93386
"217","11207","Newport Playground","Newport Avenue & Osborn Street","Yes","No","Brooklyn",40.6611111,-73.9072221,93386
"218","11207","Linden Park","Stanley Avenue, Linden Boulevard","Yes","No","Brooklyn",40.6588889,-73.8872221,93386
"219","11208","Pink Playground","Stanley Avenue & Eldert Lane","Yes","No","Brooklyn",40.6666667,-73.8627777,94469
"220","11208","City Line Park","Atlantic & Fountain avenues","Yes","No","Brooklyn",40.67962895,-73.8755341651647,94469
"221","11209","Russell Pederson Playground","Colonial Road, 83 to 85 streets","Yes","No","Brooklyn",40.6263585,-74.0361699,68853
"222","11209","Greenwood Playground","Fort Hamilton Parkway, Greenwood, East 5 Street","Yes","No","Brooklyn",40.6094454,-74.0285434,68853
"223","11209","McKinley Park","Fort Hamilton Parkway, 73 to 78 streets, 7 Avenue","Yes","No","Brooklyn",40.6094454,-74.0285434,68853
"224","11209","John J. Carty Park","Fort Hamilton Parkway, 94-95 streets","Yes","No","Brooklyn",40.614814,-74.029402,68853
"225","11210","Paerdegat Park","Foster Avenue, East 40-41 streets","Yes","No","Brooklyn",40.63788815,-73.9371900474268,62008
"226","11211","Campiz Playground","Hope Street & Metropolitan Avenue","Yes","No","Brooklyn",40.71345835,-73.9543284327052,90117
"227","11211","Roebling Playground","Wilson & Lee avenues, Taylor Street","Yes","No","Brooklyn",40.706288,-73.9619436710008,90117
"228","11211","Lou Lodati Playground","Skillman Avenue & 43 Street","Yes","No","Queens",40.7161042,-73.9429514,90117
"229","11211","Rodney Playground South","Rodney, South 3 & South 4 streets","Yes","No","Brooklyn",40.7097413,-73.9559329,90117
"230","11211","Cooper Park","Sharon, Olive streets, Maspeth & Morgan avenues","Yes","No","Brooklyn",40.7153476,-73.9387012,90117
"231","11212","Kennedy King Playground","East 93 Street & Lenox Road","Yes","No","Brooklyn",40.6583333,-73.9222221,84500
"232","11212","Chester Playground","Chester Street, Sutter Avenue","Yes","No","Brooklyn",40.6688889,-73.9119443,84500
"233","11212","Marion-Hopkinson Playground","Hopkinson Avenue & Marion Street","Yes","No","Brooklyn",40.6692495,-73.9135787,84500
"234","11212","Betsy Head Playground","Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street","Yes","No","Brooklyn",40.6627297,-73.9133697357981,84500
"235","11212","Betsy Head Playground (Administration Building)","Livonia, Dumont, Hopkinson, Blake avenues, Strauss Street","Yes","No","Brooklyn",40.6627297,-73.9133697357981,84500
"236","11213","William E. Kelly Memorial Park","Avenue S, East 14 & East 15 streets","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"237","11213","Breukelen Playground","Louisiana & Flatlands Avenue","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"238","11213","Brower Park (Museum)","Brooklyn, St. Mark's, Kingston avenues, Park Place","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"239","11213","Luna Park Playground","West 12 Street & Surf Avenue","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"240","11213","Col. David Marcus Memorial Playground","Ocean Parkway, Avenue P, East 3 Street","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"241","11213","Marc's & Jason's Playground","Sterling Street & Empire Boulevard","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"242","11213","West 8nd Street CS","W 8 St.","No","No","Brooklyn",40.6781784,-73.9441579,63767
"243","11213","West 2nd Street Comfort Station","W. 2nd Street","No","No","Brooklyn",40.6781784,-73.9441579,63767
"244","11213","Brower Park","Brooklyn, St. Mark's, Kingston avenues, Park Place","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"245","11213","PS 1 Playground","46 & 47 streets, 3 Avenue","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"246","11213","Paul W. Kolbert Park/Rachel Haber Cohen Playground","Avenue L, East 17 to East 18 streets","Yes","No","Brooklyn",40.6781784,-73.9441579,63767
"247","11214","Garibaldi Playground","82 to 83 Street at 18 Avenue","Yes","No","Brooklyn",40.6090201,-74.0001547794441,88630
"248","11214","John Paul Jones Park","Shore Parkway, Fort Hamilton Parkway, 101 Street","Yes","No","Brooklyn",40.6022659,-74.012203,88630
"249","11214","Seth Low Playground","Avenue P, Bay Parkway, West 12 Street","Yes","No","Brooklyn",40.6083711,-73.9862530806374,88630
"250","11215","Prospect Park (Middle Long Meadow)","Picnic House","Yes","Yes","Brooklyn",40.661776,-73.97109829877,63488
"251","11215","Slope Park","6 Avenue Bet 18 & 19 Sts","Yes","No","Brooklyn",40.6612851,-73.9895536,63488
"252","11216","PFC Thomas Norton Memorial Playground","Nostrand Avenue & Marine Parkway","Yes","No","Brooklyn",40.67838,-73.94822,54316
"253","11217","Greene Playground","Greene & Washington avenues","Yes","No","Brooklyn",40.68030295,-73.9853484897914,35881
"254","11217","Gowanus Playground","Wyckoff Street between Bond & Hoyt streets","Yes","No","Brooklyn",40.6847463,-73.9882083,35881
"255","11217","Park Slope Playground","Berkeley Street & Lincoln Place","Yes","No","Brooklyn",40.67688985,-73.9785979668468,35881
"256","11219","Rappaport Playground","52-53 streets, Fort Hamilton Parkway","Yes","No","Brooklyn",40.6364526,-74.0005217,92221
"257","11220","Sunset Park (Recreation Center)","41 to 44 streets, 5 to 7 avenues","Yes","No","Brooklyn",40.644337,-74.0075319,99598
"258","11220","Sunset Park","41 to 44 streets, 5 to 7 avenues","Yes","No","Brooklyn",40.644337,-74.0075319,99598
"259","11221","Underwood Park","Lafayette & Waverly avenues","Yes","Yes","Brooklyn",40.68858435,-73.9664304988664,78895
"260","11221","Police Officer Reinaldo Salgado Playground","Madison Street & Patchen Avenue","Yes","No","Brooklyn",40.68799145,-73.9256226415349,78895
"261","11221","Hattie Carthan Playground","East of Marcy Street","Yes","No","Brooklyn",40.68558165,-73.9460975023821,78895
"262","11222","Monsignor Mcgolrick Park","Driggs to Nassau avenues, Russell to Monitor streets","Yes","No","Brooklyn",40.724445,-73.9433623303853,36934
"263","11222","Noonan Playground","Greenpoint & 47 avenues, 43 Street","Yes","No","Queens",40.7245448,-73.9418603,36934
"264","11223","Coney Island Beach","Stillwell Avenue","Yes","Yes","Brooklyn",40.5905519,-73.9840847,78731
"265","11224","Coney Island","W 27 ST.","No","Yes","Brooklyn",40.575789,-73.9851449,47621
"266","11224","Coney Island Beach","W 22 ST.","No","Yes","Brooklyn",40.57293285,-73.9745374693009,47621
"267","11224","Bensonhurst Park","Gravesend Bay, 21 & Cropsey avenues, Bay Parkway","Yes","No","Brooklyn",40.59750815,-74.0005503321721,47621
"268","11224","Coney Island","W 33 St.","No","Yes","Brooklyn",40.575789,-73.9851449,47621
"269","11224","Surf Playground","West 27 Street & Surf Avenue","Yes","No","Brooklyn",40.5732096,-73.9929283,47621
"270","11224","Coney Island Beach","West 16th Street","No","Yes","Brooklyn",40.57293285,-73.9745374693009,47621
"271","11224","Coney Island","Brighton 2nd","No","Yes","Brooklyn",40.575789,-73.9851449,47621
"272","11225","Jackie Robinson Playground","Sullivan Place & Franklin Avenue, Montgomery Street","Yes","No","Brooklyn",40.6643685,-73.9560187,56829
"273","11226","Nostrand Playground","Nostrand & Foster avenues","Yes","No","Brooklyn",40.6414184,-73.9485722,101572
"274","11226","Parkside Playground","Parkside, Bedford & Rogers avenues","Yes","No","Brooklyn",40.6563889,-73.9541666,101572
"275","11226","Albemarle Park","Albermarle Road & Dahill Road","Yes","Yes","Brooklyn",40.6468305,-73.9643242,101572
"276","11226","Bedford Playground","Bedford Avenue & South 9 Street, Division Avenue","Yes","No","Brooklyn",40.6536822,-73.9561495,101572
"277","11229","Herman Dolgon Playground","Avenue V & Nostrand Avenue","Yes","No","Brooklyn",40.5972985,-73.9505267,80018
"278","11229","Galapo Playground","Bedford Avenue, Gravesend Neck Road","Yes","No","Brooklyn",40.6081026,-73.9481894,80018
"279","11229","Mellett Playground","Avenue V between East 13 & East 14 streets","Yes","No","Brooklyn",40.5969444,-73.9574999,80018
"280","11230","Digilio Playground","McDonald Avenue & Avenue F","Yes","No","Brooklyn",40.6235909,-73.9758061,86408
"281","11231","Carroll Park","Court & Smith Streets","Yes","Yes","Brooklyn",40.6812204,-73.9957215502988,33336
"282","11231","Red Hook Park (Coffey Park Playground)","King, Richards, & Dwight Streets","Yes","No","Brooklyn",40.67150625,-74.0048622782748,33336
"283","11231","Dimattina Playground","Hicks & Rapelye streets","Yes","No","Brooklyn",40.6798459,-74.0027560097147,33336
"284","11233","Maurice A. Fitzgerald Playground","Atlantic Avenue & 106 Street","Yes","No","Queens",40.6762581,-73.9082993,67053
"285","11233","Sperandeo Brothers Playground","Atlantic Avenue & Elton Street","Yes","No","Brooklyn",40.6762581,-73.9082993,67053
"286","11233","Ocean Hill Playground","Bergen Street, Rockaway Avenue, Dean Street","Yes","No","Brooklyn",40.67437265,-73.9121811632894,67053
"287","11233","St. Andrew's Playground","Atlantic Avenue & Herkimer Street","Yes","No","Brooklyn",40.6762581,-73.9082993,67053
"288","11234","Glenwood Playground","Ralph Avenue & Farragut Road","Yes","Yes","Brooklyn",40.634696,-73.9188247,87757
"289","11234","Harry Maze Memorial Park","Avenue D between East 56 & East 57 Street","Yes","No","Brooklyn",40.6433333,-73.9233332,87757
"290","11234","Brevoort Playground","Ralph Avenue & Chauncy Street","Yes","No","Brooklyn",40.634696,-73.9188247,87757
"291","11234","Fox Playground","Avenue H, East 54 to E 55 streets","Yes","Yes","Brooklyn",40.6322222,-73.9238888,87757
"292","11234","Comm. Eugene S. Sarsfield Playground","East 38 Street & Ryder Street, Avenue M","Yes","No","Brooklyn",40.6202258,-73.9376354,87757
"293","11234","Lindower Park","Mill & Strickland avenues, 60 Street","Yes","No","Brooklyn",40.6123815,-73.9115803353748,87757
"294","11234","Carver Playground","Ralph Avenue & Sumpter Street","No","No","Brooklyn",40.634696,-73.9188247,87757
"295","11234","Marine Park Nature Center","East 33rd Street and Avenue U","No","Yes","Brooklyn",40.605043,-73.9299035,87757
"296","11235","Bill Brown Memorial Playground","Bedford Avenue, Avenue X to Avenue Y, E 24 Street","Yes","No","Brooklyn",40.59255745,-73.9457479956403,79132
"297","11235","Century Playground","Brighton Beach Avenue & West 2 Street","Yes","No","Brooklyn",40.5775615,-73.961412,79132
"298","11236","Bayview Playground","Seaview Avenue & East 99 Street","Yes","No","Brooklyn",40.635361,-73.8874068,93877
"299","11236","100% Playground","Glenwood Road, East 100 & East 101 streets","Yes","No","Brooklyn",40.6465901,-73.8990554,93877
"300","11237","Tiger Playground","Evergreen Avenue & Eldert Street","Yes","Yes","Brooklyn",40.68825415,-73.9109867908812,49896
"301","11237","Fermi Playground","Troutman Street & Central Avenue","Yes","No","Brooklyn",40.704825,-73.924586,49896
"302","11238","Albert J. Parham Playground","Adelphi Street, Clermont, DeKalb & Willoughby avenues","Yes","Yes","Brooklyn",40.6902296,-73.9710651,49262
"303","11238","Stroud Playground","Classon Avenue & Sterling Place","Yes","No","Brooklyn",40.6844907,-73.9591228,49262
"304","11354","Weeping Beech Park","37 Avenue & Bowne Street","Yes","No","Queens",40.763414,-73.824469,54878
"305","11354","Bushwick Playground & Pool","Flushing & Bushwick Avenue between Garden & Beaver","Yes","No","Brooklyn",40.7674987,-73.833079,54878
"306","11354","Hart Playground","37 Avenue, west of 69 Street","Yes","No","Queens",40.7738889,-73.8194443,54878
"307","11355","Kissena Park (Tennis Courts)","Rose & Oak avenues","Yes","No","Queens",40.7481027,-73.809911577103,85871
"308","11355","Captain Mario Fajardo Park","Kissena Boulevard & Booth Memorial Avenue","Yes","No","Queens",40.7413696,-73.8148124,85871
"309","11355","Maple Playground","Kissena Boulevard & Maple Avenue","No","Yes","Queens",40.7413696,-73.8148124,85871
"310","11355","Kissena Park","Oak Avenue, 104th Street, & Kissena Lake Area","Yes","No","Queens",40.74604975,-73.8087549286525,85871
"311","11355","Bowne Playground","Union Street and Sanford Avenue","Yes","No","Queens",40.7576513,-73.8251902,85871
"312","11355","Murray Playground","21 Street, 45 Avenue, 11 Street, 45 Road","No","No","Queens",40.7616667,-73.8119443,85871
"313","11356","Frank Golden Park","132 to 138 streets, 14 Road","Yes","No","Queens",40.78493505,-73.8344713595974,23438
"314","11356","College Point Park","130th Street & 23rd Avenue","Yes","No","Queens",40.7856383,-73.8463348058316,23438
"315","11357","Clintonville Playground (JHS 194)","Clintonville Street, 17 Road & 17 Avenue","Yes","No","Queens",40.7833333,-73.8080555,39150
"316","11357","Flushing Meadows Corona Park (Lawrence Playground)","College Point Boulevard and Lawrence Street","Yes","No","Queens",40.7903854,-73.8293995,39150
"317","11357","Francis Lewis Playground","3 Avenue and Bronx Whitestone Bridge","Yes","No","Queens",40.7955686,-73.8258891,39150
"318","11358","Aubondale Playground","170-171 streets, 33-35 avenues","Yes","No","Queens",40.7658583,-73.7942082,37546
"319","11359","Bayside Fields","204 Street & 29 Avenue, Clearview Expressway","Yes","Yes","Queens",40.8068898,-73.7942466,0
"320","11360","Bay Terrace Playground (PS 169)","23 Avenue & 212 Street","Yes","No","Queens",40.7825,-73.7777777,18884
"321","11360","John Golden Park","215 Place, south of 32 Avenue","No","Yes","Queens",40.77417655,-73.7681907535477,18884
"322","11361","Bowne Park","159 Street, 29 Avenue, 155 Street, 32 Avenue","Yes","No","Queens",40.77047275,-73.8073466559745,28606
"323","11361","Kennedy Playground","Corp. Kennedy Street & 33 Avenue","Yes","No","Queens",40.7699431,-73.7793645,28606
"324","11361","Marie Curie Park (JHS 158)","211 & Oceana streets, 46 Avenue","Yes","No","Queens",40.7571259,-73.7712682345943,28606
"325","11361","Flushing Fields (Leonardo Ingravallo Playground)","Bayside Avenue, 25 Avenue, 149 to 150 streets","Yes","No","Queens",40.7585569,-73.7654367,28606
"326","11362","Challenge Playground (PS 187) 251 Street Playground","251 Street & 63 Avenue","No","No","Queens",40.7566667,-73.7280555,17823
"327","11362","Louis Pasteur Park","248 Street & 51 Avenue","Yes","No","Queens",40.7619444,-73.7352777,17823
"328","11364","Alley Pond Park (Horatio Playground)","Horatio Parkway and 50 Avenue","Yes","No","Queens",40.758232,-73.7531418,34555
"329","11364","Tall Oak Playground","64 Avenue, 218 & 219 streets","Yes","No","Queens",40.7461111,-73.7583332,34555
"330","11365","Fresh Meadows Playground (PS 173)","67 Avenue & 173 Street","Yes","No","Queens",40.7341667,-73.796111,42252
"331","11365","Real Good Park (Lie Playground)","LIE, 99 Street & 62 Avenue","Yes","Yes","Queens",40.7393545,-73.7924011,42252
"332","11365","Emerald Playground (PS 200)","164 Street between Jewel & 71 avenues","Yes","No","Queens",40.7311111,-73.806111,42252
"333","11366","Farm Playground","73 Avenue, 195 Street & 196 Place","Yes","No","Queens",40.7352778,-73.7774999,13532
"334","11366","Frederick B. Judge Memorial Playground","111 Avenue, 134 & 135 streets, Lincoln Street","Yes","No","Queens",40.7282239,-73.7948516,13532
"335","11366","Painters Playground (PS 174)","Alderton Street from Dieterle to Elwell Crescents","Yes","No","Queens",40.7282239,-73.7948516,13532
"336","11366","K.L. Williams Playground (Tennis)","Liberty Avenue, 172-173 streets","Yes","No","Queens",40.7282239,-73.7948516,13532
"337","11366","Playground Seventy-Five (PS 154)","160 Street & 75 Avenue","Yes","No","Queens",40.7262841,-73.8080887,13532
"338","11366","Cabbell Park/Cambria Playground","121 Avenue & 220 Street","Yes","No","Queens",40.7282239,-73.7948516,13532
"339","11366","P.O. Nicholas Demutis Playground","102 Street & Liberty Avenue","Yes","No","Queens",40.7282239,-73.7948516,13532
"340","11367","Vleigh Place Playground","Vleigh Place & 141 Street","Yes","Yes","Queens",40.72314,-73.8204868,41047
"341","11367","Union Playground (PS 214)","Union Street & 31 Road","Yes","No","Queens",40.7181533,-73.8204022,41047
"342","11367","Ederle Comfort Station","Flushing Meadows Corona Park","No","Yes","Queens",40.7397136,-73.840785,41047
"343","11367","Vleigh Playground (PS 165)","70 Road to 71 Avenue","Yes","No","Queens",40.72988075,-73.8164696997329,41047
"344","11367","Flushing Meadows Corona Park (Albert H. Mauro Playground)","Park Drive East & 73 Terrace","Yes","No","Queens",40.7251204,-73.8277254,41047
"345","11368","Louis Armstrong Playground (PS 143)","37 Avenue between 112 & 113 streets","No","Yes","Queens",40.75488305,-73.8554631637909,109931
"346","11368","Flushing Meadows Corona Park (Playground for All Children)","111 Street and Corona Avenue","Yes","Yes","Queens",40.7406704,-73.8501755,109931
"347","11368","Alstyne Playground","Alystine Avenue & 102 Street","Yes","No","Queens",40.7433542,-73.8636818,109931
"348","11369","East Elmhurst Playground (PS 127)","25 Avenue & 98 Street","Yes","Yes","Queens",40.765611,-73.8709733237758,38615
"349","11369","Fisher Pool","32 Avenue, 99 Street","No","No","Queens",40.7589344,-73.8694086518065,38615
"350","11372","Gorman Playground","30 Avenue between 84 & 85 streets","Yes","No","Queens",40.76238795,-73.8842362690105,66636
"351","11373","Lost Battalion Hall","Queens Boulevard between 62 Avenue & 62 Road","Yes","No","Queens",40.7337976,-73.8721667,100820
"352","11373","Hoffman Park","Hoffman Drive west of Queens Boulevard","Yes","No","Queens",40.7337976,-73.8721667,100820
"353","11373","Crowley Playground","57 Avenue & 83 Street","Yes","No","Queens",40.72953655,-73.8796230182218,100820
"354","11377","Lawerence Virgilio Playground","39 Drive & 54 Street","Yes","Yes","Queens",40.7474497,-73.9108139,89830
"355","11377","Joseph F. Mafera Park","65 Place & Catalpa Avenue & 68 Avenue","Yes","No","Queens",40.7356231,-73.8999796,89830
"356","11379","Juniper Valley Park","Lutheran Avenue; North and South Juniper boulevards; and the pathway from 76th Street on north end to 75th Street on south end","Yes","Yes","Queens",40.7197275,-73.8815697392429,34821
"357","11379","Juniper Valley Park (North Playground Tennis)","62nd Avenue & 80th Street","Yes","No","Queens",40.7197275,-73.8815697392429,34821
"358","11385","Fort Greene Playground","Myrtle Avenue & St. Edwards Plaza","Yes","Yes","Brooklyn",40.699841,-73.908683,98592
"359","11411","East Springfield Playground","115 Road between 218 & 219 streets","Yes","No","Queens",40.6985062,-73.7401548,18556
"360","11412","Daniel M. O'Connell Playground","113 Avenue & 196 Street","Yes","No","Queens",40.7,-73.7580555,34882
"361","11414","Harold Schneiderman Playground (PS 232)","155 Avenue & 83 Street","Yes","Yes","Queens",40.6647222,-73.8502777,26148
"362","11415","Forest Park (Sobelsohn Playground, The Overlook)","Park Lane South and Abingdon Road","Yes","No","Queens",40.7096359,-73.834812,19341
"363","11415","Hoover Playground","Manton Street & 83 Avenue","Yes","No","Queens",40.7120075,-73.8216889,19341
"364","11416","Forest Park (Visitor Center, near the Carousel)","Woodhaven Boulevard and Forest Park Drive","Yes","No","Queens",40.700542,-73.8546456,24861
"365","11416","Linden Park","104 Street & 41 Avenue","Yes","No","Queens",40.689097,-73.840462,24861
"366","11416","London Planetree Playground","88 Street, Atlantic-95 avenues","Yes","No","Queens",40.6860837,-73.853117,24861
"367","11418","Woods Playground","Bergen Street & Utica Avenue","Yes","No","Brooklyn",40.7037377,-73.8459102587267,36256
"368","11418","Forest Park (Jackson Pond Playground)","108 Street and Park Lane South","Yes","No","Queens",40.7009165,-73.8421344,36256
"369","11418","Forest Park (Dry Harbour Playground)","80 Street & Myrtle Avenue","Yes","No","Queens",40.7034362,-73.8504128,36256
"370","11419","Ampere Playground (PS 64)","101 Avenue & 82 Street","Yes","No","Queens",40.687565,-73.834403,47211
"371","11421","Equity Park","90 Street, 88 & 89 avenues","Yes","No","Queens",40.6913889,-73.853611,39127
"372","11423","Peter's Field","183 Place & Henderson Avenue","Yes","No","Queens",40.70602225,-73.774836127693,29987
"373","11427","Cunningham Park (210th Street Playground)","210 Street & 73 Avenue","Yes","No","Queens",40.7351973,-73.7679361312199,23593
"374","11427","Bellaire Playground","89 Avenue, 207 & 208 streets","Yes","No","Queens",40.7213889,-73.7577777,23593
"375","11428","Breininger Park","Braddock Avenue & 240 Street","Yes","No","Queens",40.728006,-73.7341564,19168
"376","11429","Montbellier Park","Springfield Boulevard & 139 Avenue","No","No","Queens",40.7073529,-73.7390612,25105
"377","11429","Wayanda Park","Robard Lane & 217 Street","Yes","No","Queens",40.7101235,-73.7395005,25105
"378","11432","Capt. Tilly Park","Highland Avenue, Upland Parkway, Gothic Parkway, 85 Avenue","Yes","No","Queens",40.7124413,-73.7988958,60809
"379","11432","Electric Playground","164 Street, south of 65 Avenue","Yes","No","Queens",40.736031,-73.8053083,60809
"380","11432","Hollis Playground (JHS 192)","205 Street & Hollis Avenue","No","No","Queens",40.7188306,-73.7958167,60809
"381","11432","Joseph Austin Playground","Grand Central Parkway & 164 Place","Yes","No","Queens",40.7186362,-73.7954966,60809
"382","11433","Baisley Pond Park (157th Street Playground)","157 Street & 116 Avenue","Yes","No","Queens",40.67812865,-73.7855736167414,32687
"383","11433","Liberty Pool","173rd Street and 106th Avenue","No","Yes","Queens",40.7020409,-73.7831254,32687
"384","11433","St. Albans Park (174 Street Playground)","174 Street & 113 Avenue","Yes","No","Queens",40.6921815,-73.7806589663738,32687
"385","11433","Marconi Park","109 Avenue & 155 Street","Yes","No","Queens",40.6938959,-73.7954836769169,32687
"386","11434","Brownsville Playground","Linden Boulevard & Hegeman Avenue","Yes","No","Brooklyn",40.692642,-73.769417,59129
"387","11434","Loring Field","North Conduit & 149 Avenue","Yes","No","Queens",40.6669522,-73.7957487,59129
"388","11434","North Rochdale Playground (PS 30)","Baisley Boulevard & Bedell Street","Yes","No","Queens",40.6805681,-73.7745184,59129
"389","11434","Osborn Playground","Linden Boulevard & Osborn Street","Yes","No","Brooklyn",40.692642,-73.769417,59129
"390","11692","Baisley Pond Park","Rockaway Boulevard, 125th Avenue, & Baisley Boulevard South","Yes","No","Queens",40.592658,-73.7977928,18540
"391","11692","Rockaway Beach & Boardwalk (Beach 59th Street Playground)","Boardwalk & Beach 59-60 streets","Yes","No","Queens",40.5812388,-73.8221452117894,18540
"392","11693","Rockaway Beach 86 Comfort Station","Beach 86 Street","No","Yes","Queens",40.5890677,-73.8114645,11916
"393","11693","Bayside Playground (JHS 180)","Beach Channel Drive & Seaside Avenue","No","No","Queens",40.5897085,-73.8148117,11916
"394","11693","Rockaway Beach 97 Comfort Station","Beach 97 Street","No","Yes","Queens",40.584947,-73.8188057,11916
"395","11694","Rockaway Beach 106 Comfort Station","Beach 106 Street","No","Yes","Queens",40.582913,-73.8278554,20408
"396","11694","Seaside Playground (PS 225)","Rockaway Beach Boulevard, B109-B110 streets","Yes","No","Queens",40.5802778,-73.831111,20408
"397","11694","Hammel Playground","Rockaway Beach Blvd. Bet. Beach 84 St. And Beach 81 St.","No","Yes","Queens",40.5831381,-73.8226613,20408
"398","11694","Rockaway Beach 117th L/G","Beach 117 Street","No","Yes","Queens",40.5795009,-73.8381068,20408
"399","11710","Nautilus Playground","Merrick & Baisley boulevards","Yes","No","Queens",40.6628795,-73.551516,34496
"400","11779","Forest Park (Victory Field)","Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street","Yes","No","Queens",40.789142,-73.134961,38421
